transaction_id,transaction_date,customer_id,product_id,branch_id,channel,quantity,unit_price,discount_percentage,gross_revenue,net_revenue,cost,gross_margin,payment_status,campaign_id,has_campaign,product_name,category,standard_price,cost_price,margin_percentage,active_status,customer_type,segment,acquisition_channel,customer_since,location_category,customer_attribute,attribute_type,campaign_name,campaign_start_date,campaign_end_date,offer_type,campaign_cost,transaction_year,transaction_month,transaction_year_month,discount_band,customer_tenure_days,margin_percentage_tx
TXN048389,12/4/2024,C00255,P0020,BR01,Branch,8,51.9,5,415.2,394.44,257.84,136.6,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Budget,Referral,1/13/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2024,12,2024-12,1-5%,326,34.63
TXN007724,12/4/2024,C00849,P0034,BR05,Branch,3,68.76,0,206.28,206.28,119.37,86.91,Paid,No Campaign,FALSE,Everyday Facial Cleanser,Beauty & Personal Care,71.82,39.79,44.6,Active,Individual,Standard,Online,1/8/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,12,2024-12,0%,331,42.13
TXN048424,12/4/2024,C01812,P0011,BR07,Branch,4,157.12,0,628.48,628.48,444.04,184.44,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Standard,Online,1/29/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2024,12,2024-12,0%,310,29.35
TXN016070,12/4/2024,C01877,P0006,BR05,Online,2,48.45,5.51,96.9,91.56,51.42,40.14,Paid,CMP13,TRUE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,Individual,Premium,Sales Team,1/5/2024,Urban,46-55,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,334,43.84
TXN048428,12/4/2024,C01367,P0011,BR03,Dealer,2,166.06,6.51,332.12,310.5,222.02,88.48,Paid,CMP13,TRUE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,New,Online,12/25/2023,Urban,36-45,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,345,28.5
TXN030482,12/4/2024,C01057,P0006,BR03,Online,3,46.8,0,140.4,140.4,77.13,63.27,Paid,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,Individual,Standard,Sales Team,5/16/2022,Urban,18-25,age_band,No Campaign,,,No offer,,2024,12,2024-12,0%,933,45.06
TXN048713,12/4/2024,C01660,P0020,BR07,Online,3,50.6,13.4,151.8,131.46,96.69,34.77,Paid,CMP13,TRUE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Online,8/25/2022,Urban,56-65,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,11-15%,832,26.45
TXN034240,12/4/2024,C01601,P0086,BR06,Online,3,27.98,13.49,83.94,72.62,60.87,11.75,Paid,CMP13,TRUE,Basic Denim Jacket,Apparel,27.51,20.29,26.25,Active,Individual,Standard,Referral,5/25/2022,Suburban,65+,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,11-15%,924,16.18
TXN032097,12/4/2024,C00215,P0029,BR07,Dealer,4,118.41,20.87,473.64,374.79,433.28,-58.49,Paid,CMP13,TRUE,Lite Cycling Gloves,Sports & Outdoors,114.03,108.32,5.01,Active,Corporate,Premium,Online,4/7/2024,Suburban,Small (1-10),business_size,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,20%+,241,-15.61
TXN000916,12/4/2024,C00095,P0099,BR04,Direct Sales,9,230.76,0,2076.84,2076.84,1425.33,651.51,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,Standard,Online,2/21/2024,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,12,2024-12,0%,287,31.37
TXN007372,12/4/2024,C01301,P0088,BR06,Online,4,70.49,26.69,281.96,206.7,139.44,67.26,Paid,CMP13,TRUE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Budget,Walk-in,11/14/2023,Urban,26-35,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,20%+,386,32.54
TXN010281,12/4/2024,C00773,P0020,BR01,Dealer,6,51.97,14.75,311.82,265.83,193.38,72.45,Paid,CMP13,TRUE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Premium,Sales Team,2/3/2024,Urban,36-45,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,11-15%,305,27.25
TXN023655,12/4/2024,C01067,P0090,BR08,Online,3,46.31,23.43,138.93,106.38,96.3,10.08,Paid,CMP13,TRUE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,Individual,Budget,Online,5/16/2023,Suburban,65+,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,20%+,568,9.48
TXN000027,12/4/2024,C01456,P0018,BR07,Branch,1,4.59,0,4.59,4.59,2.77,1.82,Paid,No Campaign,FALSE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,Individual,Standard,Online,3/3/2022,Urban,65+,age_band,No Campaign,,,No offer,,2024,12,2024-12,0%,1007,39.65
TXN014807,12/4/2024,C00588,P0058,BR01,Online,5,80.42,8.45,402.1,368.12,187.65,180.47,Paid,CMP13,TRUE,Lite Deodorant,Beauty & Personal Care,77.91,37.53,51.83,Active,Individual,Budget,Referral,11/16/2023,Urban,36-45,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,384,49.02
TXN043065,12/4/2024,C01711,P0020,BR06,Branch,6,50.29,10,301.74,271.57,193.38,78.19,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Online,2/27/2023,Urban,26-35,age_band,No Campaign,,,No offer,,2024,12,2024-12,6-10%,646,28.79
TXN007167,12/4/2024,C00634,P0020,BR02,Online,1,48.23,10,48.23,43.41,32.23,11.18,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Sales Team,3/20/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2024,12,2024-12,6-10%,259,25.75
TXN035040,12/4/2024,C00746,P0065,BR02,Branch,4,278.62,9.82,1114.48,1005.04,554.08,450.96,Paid,CMP13,TRUE,Pro Sports Towel,Sports & Outdoors,287.63,138.52,51.84,Active,Individual,New,Sales Team,4/1/2023,Urban,65+,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,613,44.87
TXN017515,12/4/2024,C01907,P0082,BR06,Partner,4,106.58,19.58,426.32,342.85,264.96,77.89,Overdue,CMP13,TRUE,Basic Hair Serum,Beauty & Personal Care,102.58,66.24,35.43,Active,Individual,Budget,Sales Team,1/7/2024,Urban,65+,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,16-20%,332,22.72
TXN017572,12/4/2024,C00643,P0032,BR06,Online,2,14.29,5,28.58,27.15,16.64,10.51,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,Standard,Walk-in,1/12/2024,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,12,2024-12,1-5%,327,38.71
TXN030728,12/4/2024,C01448,P0029,BR02,Online,5,112.91,15.33,564.55,478,541.6,-63.6,Overdue,CMP13,TRUE,Lite Cycling Gloves,Sports & Outdoors,114.03,108.32,5.01,Active,Individual,Standard,Walk-in,3/25/2022,Urban,36-45,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,16-20%,985,-13.31
TXN034794,12/4/2024,C01658,P0032,BR05,Online,3,14.03,14.62,42.09,35.94,24.96,10.98,Paid,CMP13,TRUE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,SME,Standard,Referral,3/12/2023,Urban,Medium (11-50),business_size,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,11-15%,633,30.55
TXN010559,12/4/2024,C01175,P0059,BR05,Direct Sales,2,350.03,0,700.06,700.06,425.74,274.32,Paid,No Campaign,FALSE,Deluxe Water Bottle,Sports & Outdoors,338.52,212.87,37.12,Active,Individual,Budget,Online,7/11/2022,Urban,56-65,age_band,No Campaign,,,No offer,,2024,12,2024-12,0%,877,39.19
TXN045561,12/5/2024,C00136,P0088,BR08,Branch,5,71.46,0,357.3,357.3,174.3,183,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Standard,Walk-in,1/18/2024,Urban,36-45,age_band,No Campaign,,,No offer,,2024,12,2024-12,0%,322,51.22
TXN032004,12/5/2024,C01812,P0035,BR05,Dealer,3,347.62,14.25,1042.86,894.25,599.28,294.97,Paid,CMP13,TRUE,Advanced Camping Tent,Sports & Outdoors,335.91,199.76,40.53,Active,Individual,Standard,Online,1/29/2024,Urban,46-55,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,11-15%,311,32.99
TXN031994,12/5/2024,C00824,P0004,BR03,Partner,3,78.24,35.04,234.72,152.47,165.24,-12.77,Paid,No Campaign,FALSE,Ultra Lip Balm Set,Beauty & Personal Care,79.04,55.08,30.31,Active,Individual,Standard,Online,2/7/2024,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,12,2024-12,20%+,302,-8.38
TXN000424,12/5/2024,C01992,P0036,BR02,Online,2,29.55,5,59.1,56.14,36.72,19.42,Paid,No Campaign,FALSE,Smart Fruit Preserve Jar,Food & Beverage,30.74,18.36,40.27,Active,Individual,Standard,Online,1/12/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,12,2024-12,1-5%,328,34.59
TXN009250,12/5/2024,C00145,P0018,BR07,Direct Sales,4,4.53,23.29,18.12,13.9,11.08,2.82,Overdue,CMP13,TRUE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,Individual,Budget,Sales Team,1/28/2024,Urban,65+,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,20%+,312,20.29
TXN010124,12/5/2024,C01125,P0006,BR08,Branch,4,48.41,30.79,193.64,134.02,102.84,31.18,Overdue,CMP13,TRUE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,SME,New,Sales Team,5/5/2022,Other,Small (1-10),business_size,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,20%+,945,23.27
TXN039631,12/5/2024,C01283,P0038,BR06,Branch,3,70.49,7.5,211.47,195.61,96.3,99.31,Partially Paid,CMP13,TRUE,Basic Wool Sweater,Apparel,70.33,32.1,54.36,Active,Corporate,Premium,Sales Team,8/18/2023,Urban,Small (1-10),business_size,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,475,50.77
TXN036098,12/5/2024,C01372,P0020,BR04,Branch,3,47.9,10,143.7,129.33,96.69,32.64,Overdue,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Premium,Walk-in,10/28/2022,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,12,2024-12,6-10%,769,25.24
TXN020524,12/5/2024,C00657,P0005,BR07,Online,5,191.4,20,957,765.6,465.75,299.85,Paid,No Campaign,FALSE,Basic Sports Towel,Sports & Outdoors,198.56,93.15,53.09,Active,Individual,Budget,Online,3/27/2023,Urban,56-65,age_band,No Campaign,,,No offer,,2024,12,2024-12,16-20%,619,39.17
TXN036366,12/5/2024,C01569,P0018,BR05,Direct Sales,2,4.93,0,9.86,9.86,5.54,4.32,Partially Paid,No Campaign,FALSE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,Individual,Standard,Walk-in,1/2/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2024,12,2024-12,0%,338,43.81
TXN001623,12/5/2024,C00763,P0015,BR07,Branch,1,183.86,5,183.86,174.67,118.96,55.71,Paid,No Campaign,FALSE,Lite Ceramic Mug Set,Home & Living,191.68,118.96,37.94,Active,Individual,Premium,Online,11/25/2023,Other,46-55,age_band,No Campaign,,,No offer,,2024,12,2024-12,1-5%,376,31.89
TXN011788,12/5/2024,C01802,P0020,BR05,Partner,3,50.28,5,150.84,143.3,96.69,46.61,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Corporate,Premium,Walk-in,2/25/2024,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2024,12,2024-12,1-5%,284,32.53
TXN042124,12/5/2024,C01021,P0086,BR02,Dealer,1,28.49,8.49,28.49,26.07,20.29,5.78,Paid,CMP13,TRUE,Basic Denim Jacket,Apparel,27.51,20.29,26.25,Active,Individual,Standard,Walk-in,1/11/2024,Urban,65+,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,329,22.17
TXN016255,12/5/2024,C00749,P0037,BR03,Online,4,455.33,0,1821.32,1821.32,948.24,873.08,Paid,No Campaign,FALSE,Essential Tablet Sleeve,Electronics,447.2,237.06,46.99,Active,Individual,Budget,Walk-in,2/4/2024,Other,36-45,age_band,No Campaign,,,No offer,,2024,12,2024-12,0%,305,47.94
TXN029294,12/5/2024,C01617,P0015,BR07,Branch,5,188.58,5,942.9,895.75,594.8,300.95,Pending,No Campaign,FALSE,Lite Ceramic Mug Set,Home & Living,191.68,118.96,37.94,Active,Individual,Budget,Referral,2/16/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2024,12,2024-12,1-5%,293,33.6
TXN042755,12/5/2024,C00105,P0088,BR07,Direct Sales,3,72.83,5,218.49,207.57,104.58,102.99,Overdue,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,SME,Standard,Referral,5/28/2022,Other,Medium (11-50),business_size,No Campaign,,,No offer,,2024,12,2024-12,1-5%,922,49.62
TXN009226,12/5/2024,C01400,P0076,BR01,Online,4,91.68,7.71,366.72,338.45,185.52,152.93,Paid,CMP13,TRUE,Everyday Hand Cream,Beauty & Personal Care,94.58,46.38,50.96,Active,Individual,Standard,Walk-in,2/26/2024,Urban,36-45,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,283,45.19
TXN039086,12/5/2024,C00713,P0010,BR02,Branch,2,20.39,11.36,40.78,36.15,23.64,12.51,Paid,CMP13,TRUE,Plus Body Lotion,Beauty & Personal Care,19.94,11.82,40.72,Active,Individual,Budget,Sales Team,1/18/2024,Suburban,36-45,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,11-15%,322,34.61
TXN034010,12/5/2024,C01705,P0020,BR01,Branch,3,48.28,5,144.84,137.6,96.69,40.91,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,New,Referral,3/14/2023,Urban,18-25,age_band,No Campaign,,,No offer,,2024,12,2024-12,1-5%,632,29.73
TXN010601,12/5/2024,C00351,P0099,BR05,Branch,6,245.52,5,1473.12,1399.46,950.22,449.24,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,Standard,Walk-in,8/14/2023,Suburban,18-25,age_band,No Campaign,,,No offer,,2024,12,2024-12,1-5%,479,32.1
TXN014731,12/5/2024,C01967,P0007,BR04,Online,4,683.6,5,2734.4,2597.68,1442.64,1155.04,Paid,No Campaign,FALSE,Prime Power Bank,Electronics,709.41,360.66,49.16,Active,Individual,Standard,Walk-in,1/4/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2024,12,2024-12,1-5%,336,44.46
TXN039212,12/5/2024,C01557,P0088,BR08,Online,5,71.22,5,356.1,338.3,174.3,164,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,SME,Standard,Online,5/12/2022,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,12,2024-12,1-5%,938,48.48
TXN044705,12/5/2024,C01965,P0099,BR02,Online,2,250.09,5,500.18,475.17,316.74,158.43,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,SME,Standard,Walk-in,1/21/2022,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,12,2024-12,1-5%,1049,33.34
TXN020287,12/5/2024,C00064,P0053,BR02,Online,3,52.09,27.33,156.27,113.56,92.85,20.71,Paid,No Campaign,FALSE,Compact Trekking Pole,Sports & Outdoors,51.42,30.95,39.81,Active,Individual,New,Sales Team,1/28/2023,Urban,56-65,age_band,No Campaign,,,No offer,,2024,12,2024-12,20%+,677,18.24
TXN042469,12/5/2024,C00909,P0029,BR02,Online,3,117.64,10,352.92,317.63,324.96,-7.33,Paid,No Campaign,FALSE,Lite Cycling Gloves,Sports & Outdoors,114.03,108.32,5.01,Active,Individual,Budget,Referral,1/8/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2024,12,2024-12,6-10%,332,-2.31
TXN015122,12/5/2024,C01198,P0005,BR01,Online,5,204.82,15,1024.1,870.48,465.75,404.73,Paid,No Campaign,FALSE,Basic Sports Towel,Sports & Outdoors,198.56,93.15,53.09,Active,Individual,New,Walk-in,1/4/2024,Urban,36-45,age_band,No Campaign,,,No offer,,2024,12,2024-12,11-15%,336,46.5
TXN026750,12/5/2024,C01256,P0083,BR06,Online,5,215.94,5,1079.7,1025.71,604,421.71,Paid,No Campaign,FALSE,Advanced Water Bottle,Sports & Outdoors,225.19,120.8,46.36,Active,Individual,Budget,Sales Team,1/26/2023,Urban,26-35,age_band,No Campaign,,,No offer,,2024,12,2024-12,1-5%,679,41.11
TXN020198,12/5/2024,C00950,P0020,BR01,Online,1,48.93,15,48.93,41.59,32.23,9.36,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Sales Team,2/27/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2024,12,2024-12,11-15%,282,22.51
TXN005279,12/5/2024,C00622,P0009,BR08,Dealer,2,142.29,14.66,284.58,242.86,157.62,85.24,Paid,CMP13,TRUE,Prime Ceramic Mug Set,Home & Living,140.44,78.81,43.88,Active,Individual,Premium,Referral,1/1/2024,Suburban,26-35,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,11-15%,339,35.1
TXN039384,12/5/2024,C01254,P0018,BR03,Partner,4,4.98,5.61,19.92,18.8,11.08,7.72,Paid,CMP13,TRUE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,SME,Standard,Walk-in,1/3/2024,Urban,Enterprise (200+),business_size,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,337,41.06
TXN042451,12/5/2024,C00255,P0024,BR04,Branch,3,29.11,10,87.33,78.6,48.12,30.48,Paid,No Campaign,FALSE,Essential Protein Bar Pack,Food & Beverage,28.43,16.04,43.58,Active,Individual,Budget,Referral,1/13/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2024,12,2024-12,6-10%,327,38.78
TXN044806,12/5/2024,C01932,P0090,BR08,Dealer,2,46.63,20,93.26,74.61,64.2,10.41,Paid,No Campaign,FALSE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,SME,New,Walk-in,2/2/2024,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2024,12,2024-12,16-20%,307,13.95
TXN015003,12/5/2024,C01507,P0029,BR07,Direct Sales,2,116.91,8.42,233.82,214.13,216.64,-2.51,Paid,CMP13,TRUE,Lite Cycling Gloves,Sports & Outdoors,114.03,108.32,5.01,Active,Individual,Standard,Walk-in,1/18/2024,Suburban,46-55,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,322,-1.17
TXN009115,12/5/2024,C01999,P0096,BR01,Branch,4,33.26,25.98,133.04,98.48,100.92,-2.44,Paid,CMP13,TRUE,Advanced Granola Mix,Food & Beverage,34.52,25.23,26.91,Active,Individual,Standard,Online,12/27/2023,Urban,26-35,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,20%+,344,-2.48
TXN014951,12/5/2024,C01271,P0011,BR03,Branch,9,157.78,20.19,1420.02,1133.32,999.09,134.23,Paid,CMP13,TRUE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Standard,Referral,1/8/2022,Urban,36-45,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,20%+,1062,11.84
TXN007197,12/5/2024,C00490,P0088,BR06,Direct Sales,3,71.12,19.9,213.36,170.9,104.58,66.32,Paid,CMP13,TRUE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Budget,Online,1/5/2024,Suburban,56-65,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,16-20%,335,38.81
TXN049805,12/5/2024,C00685,P0010,BR01,Dealer,6,20.69,10,124.14,111.73,70.92,40.81,Paid,No Campaign,FALSE,Plus Body Lotion,Beauty & Personal Care,19.94,11.82,40.72,Active,Individual,New,Online,1/31/2024,Urban,36-45,age_band,No Campaign,,,No offer,,2024,12,2024-12,6-10%,309,36.53
TXN028896,12/5/2024,C01061,P0053,BR01,Direct Sales,1,53.47,10.14,53.47,48.05,30.95,17.1,Paid,CMP13,TRUE,Compact Trekking Pole,Sports & Outdoors,51.42,30.95,39.81,Active,Individual,Budget,Online,1/5/2024,Urban,56-65,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,11-15%,335,35.59
TXN020911,12/5/2024,C00437,P0090,BR03,Direct Sales,4,48.02,5,192.08,182.48,128.4,54.08,Paid,No Campaign,FALSE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,SME,Budget,Walk-in,7/29/2022,Suburban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,12,2024-12,1-5%,860,29.64
TXN014455,12/5/2024,C01886,P0018,BR01,Direct Sales,2,4.69,6.07,9.38,8.81,5.54,3.27,Paid,CMP13,TRUE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,SME,Budget,Online,12/9/2022,Urban,Small (1-10),business_size,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,727,37.12
TXN002233,12/5/2024,C01511,P0032,BR04,Online,3,14.11,5,42.33,40.21,24.96,15.25,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,Standard,Walk-in,1/23/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2024,12,2024-12,1-5%,317,37.93
TXN005126,12/5/2024,C01373,P0029,BR03,Online,4,114.04,6.27,456.16,427.56,433.28,-5.72,Paid,CMP13,TRUE,Lite Cycling Gloves,Sports & Outdoors,114.03,108.32,5.01,Active,SME,Standard,Walk-in,6/10/2023,Urban,Medium (11-50),business_size,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,544,-1.34
TXN042353,12/5/2024,C00690,P0020,BR02,Dealer,1,49.18,15,49.18,41.8,32.23,9.57,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,SME,Budget,Online,1/9/2024,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,12,2024-12,11-15%,331,22.89
TXN003842,12/5/2024,C00460,P0090,BR08,Direct Sales,4,44.95,29.13,179.8,127.42,128.4,-0.98,Paid,CMP13,TRUE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,SME,Standard,Online,2/1/2022,Urban,Enterprise (200+),business_size,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,20%+,1038,-0.77
TXN019719,12/5/2024,C01891,P0023,BR06,Online,5,62.08,10,310.4,279.36,194.6,84.76,Pending,No Campaign,FALSE,Lite Trekking Pole,Sports & Outdoors,64.83,38.92,39.97,Active,Individual,Standard,Walk-in,3/1/2024,Suburban,18-25,age_band,No Campaign,,,No offer,,2024,12,2024-12,6-10%,279,30.34
TXN015578,12/5/2024,C01039,P0079,BR06,Direct Sales,6,234.47,21.24,1406.82,1108.01,806.82,301.19,Paid,No Campaign,FALSE,Classic Laptop Stand,Electronics,240.01,134.47,43.97,Active,Individual,New,Sales Team,2/18/2024,Other,18-25,age_band,No Campaign,,,No offer,,2024,12,2024-12,20%+,291,27.18
TXN014423,12/5/2024,C00268,P0018,BR02,Direct Sales,3,4.69,15,14.07,11.96,8.31,3.65,Paid,No Campaign,FALSE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,Individual,Standard,Walk-in,3/9/2024,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,12,2024-12,11-15%,271,30.52
TXN049181,12/5/2024,C01328,P0089,BR02,Branch,5,211.42,20,1057.1,845.68,883.15,-37.47,Partially Paid,No Campaign,FALSE,Ultra Camping Tent,Sports & Outdoors,202.08,176.63,12.59,Active,Corporate,Standard,Sales Team,1/9/2024,Other,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,12,2024-12,16-20%,331,-4.43
TXN015622,12/5/2024,C01325,P0020,BR02,Online,5,50.06,10.23,250.3,224.69,161.15,63.54,Paid,CMP13,TRUE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Walk-in,2/6/2024,Urban,26-35,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,11-15%,303,28.28
TXN019559,12/5/2024,C00576,P0020,BR07,Branch,3,52.08,20,156.24,124.99,96.69,28.3,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,SME,Budget,Sales Team,1/26/2024,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,12,2024-12,16-20%,314,22.64
TXN036645,12/5/2024,C00024,P0088,BR02,Dealer,2,72.91,0,145.82,145.82,69.72,76.1,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Budget,Online,1/13/2024,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,12,2024-12,0%,327,52.19
TXN010574,12/5/2024,C00756,P0079,BR06,Direct Sales,2,245.48,20,490.96,392.77,268.94,123.83,Paid,No Campaign,FALSE,Classic Laptop Stand,Electronics,240.01,134.47,43.97,Active,SME,Budget,Walk-in,8/28/2022,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,12,2024-12,16-20%,830,31.53
TXN018794,12/5/2024,C00612,P0030,BR01,Dealer,5,48.12,15,240.6,204.51,153.95,50.56,Paid,No Campaign,FALSE,Ultra Trail Mix Pouch,Food & Beverage,46.24,30.79,33.41,Active,Individual,New,Online,2/13/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2024,12,2024-12,11-15%,296,24.72
TXN046135,12/5/2024,C00415,P0020,BR04,Direct Sales,3,51.15,5.76,153.45,144.61,96.69,47.92,Paid,CMP13,TRUE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Online,1/14/2024,Urban,18-25,age_band,Monsoon Offer,12/2/2024,12/16/2024,Cashback,25017.7,2024,12,2024-12,6-10%,326,33.14
